# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru
0.1285,0.1564,0.1508,0.0838,0.1508,0.1788,0.1285,0.0224
0.1278,0.1555,0.1500,0.0833,0.1556,0.1778,0.1278,0.0222
0.1272,0.1561,0.1561,0.0809,0.1618,0.1792,0.1329,0.0058
0.1235,0.1588,0.1529,0.0765,0.1647,0.1824,0.1353,0.0059
0.1250,0.1607,0.1548,0.0774,0.1667,0.1726,0.1369,0.0059
0.1250,0.1607,0.1548,0.0774,0.1667,0.1726,0.1369,0.0059
0.1265,0.1626,0.1506,0.0783,0.1627,0.1747,0.1386,0.0060
0.1212,0.1636,0.1515,0.0788,0.1636,0.1758,0.1394,0.0061
0.1227,0.1657,0.1472,0.0798,0.1656,0.1779,0.1350,0.0061
0.1227,0.1657,0.1472,0.0798,0.1656,0.1779,0.1350,0.0061
0.1227,0.1657,0.1472,0.0798,0.1718,0.1779,0.1288,0.0061
0.1235,0.1667,0.1420,0.0802,0.1728,0.1790,0.1296,0.0062
0.1242,0.1677,0.1429,0.0808,0.1677,0.1801,0.1304,0.0062
0.1304,0.1615,0.1429,0.0808,0.1677,0.1801,0.1304,0.0062
0.1258,0.1635,0.1446,0.0818,0.1698,0.1824,0.1258,0.0063
0.1358,0.1728,0.1420,0.0802,0.1667,0.1790,0.1235,0.0000
0.1375,0.1625,0.1375,0.0813,0.1750,0.1812,0.1250,0.0000
0.1438,0.1625,0.1375,0.0813,0.1750,0.1812,0.1187,0.0000
0.1329,0.1646,0.1392,0.0823,0.1772,0.1835,0.1203,0.0000
0.1321,0.1635,0.1446,0.0818,0.1761,0.1824,0.1195,0.0000
0.1304,0.1615,0.1491,0.0870,0.1801,0.1801,0.1118,0.0000
0.1358,0.1605,0.1482,0.0864,0.1790,0.1790,0.1111,0.0000
0.1384,0.1635,0.1509,0.0818,0.1824,0.1698,0.1132,0.0000
0.1384,0.1572,0.1572,0.0818,0.1824,0.1698,0.1132,0.0000
0.1392,0.1582,0.1519,0.0823,0.1836,0.1709,0.1139,0.0000
0.1410,0.1539,0.1474,0.0833,0.1859,0.1731,0.1154,0.0000
0.1429,0.1558,0.1494,0.0844,0.1818,0.1753,0.1104,0.0000
0.1438,0.1568,0.1438,0.0850,0.1830,0.1765,0.1111,0.0000
0.1438,0.1503,0.1503,0.0850,0.1830,0.1765,0.1111,0.0000
0.1448,0.1513,0.1447,0.0855,0.1842,0.1776,0.1119,0.0000
0.1457,0.1457,0.1457,0.0861,0.1854,0.1788,0.1126,0.0000
0.1513,0.1448,0.1447,0.0855,0.1842,0.1776,0.1119,0.0000
0.1533,0.1467,0.1400,0.0867,0.1800,0.1800,0.1133,0.0000
0.1533,0.1467,0.1400,0.0867,0.1800,0.1800,0.1133,0.0000
0.1533,0.1467,0.1400,0.0867,0.1800,0.1800,0.1133,0.0000
0.1533,0.1467,0.1400,0.0867,0.1800,0.1800,0.1133,0.0000
0.1608,0.1399,0.1399,0.0909,0.1818,0.1818,0.1049,0.0000
0.1554,0.1487,0.1419,0.0878,0.1824,0.1824,0.1014,0.0000
0.1487,0.1486,0.1419,0.0946,0.1824,0.1824,0.1014,0.0000
0.1419,0.1418,0.1418,0.0993,0.1773,0.1915,0.1064,0.0000
0.1507,0.1507,0.1233,0.1027,0.1781,0.1918,0.1027,0.0000
0.1517,0.1517,0.1172,0.1035,0.1793,0.1931,0.1035,0.0000
0.1507,0.1507,0.1164,0.1028,0.1849,0.1918,0.1027,0.0000
0.1575,0.1507,0.1164,0.1028,0.1849,0.1849,0.1028,0.0000
0.1575,0.1438,0.1096,0.1028,0.1918,0.1918,0.1027,0.0000
0.1597,0.1458,0.1042,0.1042,0.1944,0.1875,0.1042,0.0000
0.1667,0.1458,0.0972,0.1042,0.1944,0.1875,0.1042,0.0000
0.1667,0.1458,0.0972,0.1042,0.1944,0.1875,0.1042,0.0000
0.1678,0.1469,0.0979,0.1049,0.1958,0.1888,0.0979,0.0000
0.1620,0.1479,0.0986,0.1056,0.1972,0.1901,0.0986,0.0000
0.1620,0.1479,0.0986,0.1056,0.1972,0.1901,0.0986,0.0000
0.1549,0.1479,0.0986,0.1056,0.2042,0.1902,0.0986,0.0000
0.1528,0.1458,0.0972,0.1042,0.2014,0.1944,0.1042,0.0000
0.1575,0.1507,0.0959,0.1028,0.1986,0.1986,0.0959,0.0000
0.1575,0.1439,0.0959,0.1096,0.1986,0.1986,0.0959,0.0000
0.1528,0.1389,0.0972,0.1111,0.2014,0.2014,0.0972,0.0000
0.1479,0.1408,0.0916,0.1127,0.2042,0.2042,0.0986,0.0000
0.1549,0.1408,0.0916,0.1127,0.1972,0.2042,0.0986,0.0000
0.1549,0.1338,0.0986,0.1127,0.1972,0.2042,0.0986,0.0000
0.1571,0.1357,0.1000,0.1143,0.2000,0.2000,0.0929,0.0000
0.1594,0.1377,0.0942,0.1159,0.1957,0.2029,0.0942,0.0000
0.1618,0.1397,0.0882,0.1176,0.1912,0.2059,0.0956,0.0000
0.1618,0.1397,0.0882,0.1176,0.1912,0.2059,0.0956,0.0000
0.1594,0.1377,0.0870,0.1159,0.2029,0.2029,0.0942,0.0000
0.1594,0.1377,0.0870,0.1159,0.2029,0.2029,0.0942,0.0000
0.1544,0.1397,0.0809,0.1177,0.1985,0.2132,0.0956,0.0000
0.1544,0.1397,0.0809,0.1177,0.1985,0.2132,0.0956,0.0000
0.1556,0.1407,0.0741,0.1185,0.2000,0.2148,0.0963,0.0000
0.1556,0.1407,0.0741,0.1185,0.2000,0.2148,0.0963,0.0000
0.1556,0.1407,0.0741,0.1185,0.2000,0.2148,0.0963,0.0000
0.1556,0.1407,0.0741,0.1185,0.2000,0.2148,0.0963,0.0000
0.1533,0.1533,0.0730,0.1168,0.1971,0.2116,0.0949,0.0000
0.1555,0.1556,0.0741,0.1185,0.1926,0.2074,0.0963,0.0000
0.1555,0.1556,0.0741,0.1185,0.1852,0.2074,0.1037,0.0000
0.1567,0.1567,0.0672,0.1194,0.1866,0.2089,0.1045,0.0000
0.1567,0.1567,0.0672,0.1194,0.1866,0.2089,0.1045,0.0000
0.1544,0.1618,0.0662,0.1176,0.1838,0.2059,0.1029,0.0074
0.1504,0.1579,0.0677,0.1203,0.1880,0.2105,0.1052,0.0000
0.1727,0.1583,0.0647,0.1151,0.1871,0.2014,0.1007,0.0000
0.1752,0.1606,0.0584,0.1168,0.1898,0.1970,0.1022,0.0000
0.1752,0.1606,0.0584,0.1168,0.1898,0.1970,0.1022,0.0000
0.1778,0.1630,0.0518,0.1111,0.1926,0.2000,0.1037,0.0000
0.1804,0.1654,0.0526,0.1128,0.1880,0.1955,0.1053,0.0000
0.1905,0.1587,0.0476,0.1191,0.1905,0.1825,0.1111,0.0000
0.1909,0.1679,0.0382,0.1145,0.1832,0.2061,0.0992,0.0000
0.1985,0.1679,0.0382,0.1145,0.1832,0.1985,0.0992,0.0000
0.1985,0.1603,0.0458,0.1145,0.1832,0.1985,0.0992,0.0000
0.2093,0.1628,0.0388,0.1163,0.1860,0.1938,0.0930,0.0000
0.2093,0.1628,0.0388,0.1163,0.1860,0.1938,0.0930,0.0000
0.2126,0.1575,0.0315,0.1181,0.1890,0.1968,0.0945,0.0000
0.2047,0.1575,0.0315,0.1181,0.1968,0.1969,0.0945,0.0000
0.2080,0.1600,0.0320,0.1120,0.1920,0.2000,0.0960,0.0000
0.2000,0.1600,0.0320,0.1120,0.1920,0.2000,0.1040,0.0000
0.2032,0.1626,0.0325,0.1138,0.1870,0.2033,0.0976,0.0000
0.2016,0.1613,0.0403,0.1129,0.1855,0.2016,0.0968,0.0000
0.2066,0.1653,0.0413,0.1157,0.1818,0.1984,0.0909,0.0000
0.2049,0.1639,0.0410,0.1148,0.1885,0.1967,0.0902,0.0000
0.2049,0.1639,0.0410,0.1148,0.1885,0.1967,0.0902,0.0000
0.2049,0.1639,0.0410,0.1148,0.1885,0.1967,0.0902,0.0000
0.2049,0.1639,0.0410,0.1230,0.1803,0.1967,0.0902,0.0000
0.2017,0.1681,0.0420,0.1176,0.1849,0.2017,0.0840,0.0000
0.2034,0.1695,0.0339,0.1186,0.1864,0.2034,0.0848,0.0000
0.2069,0.1724,0.0259,0.1121,0.1896,0.2069,0.0862,0.0000
0.2051,0.1710,0.0257,0.1111,0.1880,0.2051,0.0940,0.0000
0.2051,0.1710,0.0257,0.1111,0.1880,0.2051,0.0940,0.0000
0.2087,0.1652,0.0261,0.1130,0.1913,0.2087,0.0870,0.0000
0.2069,0.1638,0.0259,0.1207,0.1896,0.2069,0.0862,0.0000
0.2069,0.1638,0.0259,0.1207,0.1896,0.2069,0.0862,0.0000
0.2069,0.1638,0.0259,0.1207,0.1810,0.2155,0.0862,0.0000
0.2212,0.1681,0.0266,0.1151,0.1770,0.2035,0.0885,0.0000
0.2193,0.1755,0.0263,0.1140,0.1754,0.2018,0.0877,0.0000
0.2193,0.1754,0.0176,0.1140,0.1842,0.2018,0.0877,0.0000
0.2281,0.1754,0.0263,0.1140,0.1842,0.2018,0.0702,0.0000
0.2212,0.1770,0.0266,0.1151,0.1858,0.2035,0.0708,0.0000
0.2232,0.1786,0.0179,0.1161,0.1875,0.2053,0.0714,0.0000
0.2193,0.1842,0.0176,0.1140,0.1842,0.2105,0.0702,0.0000
0.2069,0.1810,0.0259,0.1121,0.1896,0.2069,0.0690,0.0086
0.2069,0.1810,0.0258,0.1121,0.1983,0.2069,0.0690,0.0000
0.2105,0.1842,0.0175,0.1140,0.2018,0.2018,0.0702,0.0000
0.2105,0.1754,0.0175,0.1140,0.2018,0.2018,0.0790,0.0000
0.2124,0.1770,0.0177,0.1151,0.2035,0.2035,0.0708,0.0000
0.2174,0.1739,0.0174,0.1130,0.2087,0.2000,0.0696,0.0000
0.2155,0.1724,0.0172,0.1121,0.2069,0.1983,0.0690,0.0086
