# Au_b,Cu_b,Pt_b,Au_isc,Cu_isc,Pt_isc,Au_fsc,Cu_fsc,Pt_fsc,Sd
0.100 0.250 0.650 0.120 0.240 0.640 0.140 0.020 0.840 0.439
0.100 0.200 0.700 0.120 0.200 0.680 0.130 0.030 0.840 0.453
0.100 0.150 0.750 0.090 0.140 0.770 0.090 0.020 0.890 0.557
0.100 0.100 0.800 0.140 0.120 0.740 0.170 0.010 0.820 0.568
0.100 0.050 0.850 0.090 0.050 0.860 0.100 0.000 0.900 0.814
0.100 0.000 0.900 0.100 0.000 0.900 0.100 0.000 0.900 1.000
0.050 0.950 0.000 0.050 0.950 0.000 0.000 0.000 0.000 0.000
0.050 0.900 0.050 0.050 0.900 0.050 0.000 0.000 0.000 0.000
0.050 0.850 0.100 0.070 0.840 0.090 0.330 0.000 0.670 0.020
0.050 0.800 0.150 0.040 0.800 0.160 0.600 0.000 0.400 0.034
0.050 0.750 0.200 0.070 0.680 0.250 0.250 0.000 0.750 0.027
0.050 0.700 0.250 0.030 0.750 0.220 0.230 0.000 0.770 0.074
0.050 0.650 0.300 0.060 0.640 0.300 0.180 0.000 0.820 0.128
0.050 0.600 0.350 0.050 0.580 0.370 0.080 0.000 0.920 0.172
0.050 0.550 0.400 0.040 0.650 0.310 0.130 0.000 0.870 0.186
0.050 0.500 0.450 0.060 0.470 0.470 0.080 0.000 0.920 0.213
0.050 0.450 0.500 0.070 0.430 0.500 0.100 0.010 0.890 0.277
0.050 0.400 0.550 0.050 0.390 0.560 0.080 0.010 0.910 0.297
0.050 0.350 0.600 0.060 0.320 0.620 0.070 0.000 0.930 0.307
0.050 0.300 0.650 0.030 0.340 0.630 0.060 0.020 0.920 0.348
0.050 0.250 0.700 0.040 0.270 0.690 0.010 0.040 0.950 0.385
0.050 0.200 0.750 0.050 0.230 0.720 0.050 0.020 0.930 0.395
0.050 0.150 0.800 0.050 0.170 0.780 0.060 0.030 0.910 0.520
0.050 0.100 0.850 0.040 0.090 0.870 0.050 0.020 0.930 0.774
0.050 0.050 0.900 0.050 0.050 0.900 0.050 0.030 0.920 0.882
0.050 0.000 0.950 0.050 0.000 0.950 0.050 0.000 0.950 1.000
0.000 1.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000
0.000 0.950 0.050 0.000 0.960 0.040 0.000 0.000 0.000 0.000
0.000 0.900 0.100 0.000 0.920 0.080 0.000 0.000 0.000 0.000
0.000 0.850 0.150 0.000 0.830 0.170 0.000 0.000 1.000 0.027
0.000 0.800 0.200 0.000 0.780 0.220 0.000 0.000 1.000 0.047
0.000 0.750 0.250 0.000 0.750 0.250 0.000 0.000 1.000 0.111
0.000 0.700 0.300 0.000 0.750 0.250 0.000 0.000 1.000 0.115
0.000 0.650 0.350 0.000 0.600 0.400 0.000 0.000 1.000 0.125
0.000 0.600 0.400 0.000 0.600 0.400 0.000 0.000 1.000 0.169
0.000 0.550 0.450 0.000 0.610 0.390 0.000 0.020 0.980 0.139
0.000 0.500 0.500 0.000 0.500 0.500 0.000 0.030 0.970 0.220
0.000 0.450 0.550 0.000 0.490 0.510 0.000 0.020 0.980 0.213
0.000 0.400 0.600 0.000 0.480 0.520 0.000 0.050 0.950 0.189
0.000 0.350 0.650 0.000 0.340 0.660 0.000 0.040 0.960 0.284
0.000 0.300 0.700 0.000 0.320 0.680 0.000 0.030 0.970 0.372
0.000 0.250 0.750 0.000 0.240 0.760 0.000 0.080 0.920 0.493
0.000 0.200 0.800 0.000 0.190 0.810 0.000 0.020 0.980 0.547
0.000 0.150 0.850 0.000 0.160 0.840 0.000 0.050 0.950 0.557
0.000 0.100 0.900 0.000 0.110 0.890 0.000 0.030 0.970 0.662
0.000 0.050 0.950 0.000 0.060 0.940 0.000 0.040 0.960 0.899
0.000 0.000 1.000 0.000 0.000 1.000 0.000 0.000 1.000 1.000
